,QUOTE_TO,Addr1,Addr2,City,st,Zip,QuoteNo,DateENT,E2_Customer_Key,QuotedBy,ShipVia,ContactName,InqNum,TermsCode,Phone,FAX,Total,E2_Quote_Key,RecordTypeId,Name,StageName,CloseDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
81,Big Time Threads,"
",,,  ,,DCS_10095,2014-10-20,DCS_486,39,,Kailee,,DUE ON RECEI,602-459-2233,,Formula for Total??,DCS_10095, ,Big Time Threads - 10095,Quote,2014-11-19,83,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
82,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10096,2014-10-20,DCS_4110,39,,,,NET 30,602.438.8577,602.438.8579,Formula for Total??,DCS_10096, ,Southwest Metalsmiths - 10096,Quote,2014-11-19,84,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-03,DESERT
83,Pro Fix It,"
",,,  ,,DCS_10098,2014-10-21,DCS_3454,39,,Roger,,DUE ON RECEI,602-277-6349,,Formula for Total??,DCS_10098, ,Pro Fix It - 10098,Quote,2014-11-20,85,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
84,Imcor,"1841 E. Washington Street
",,Phoenix,AZ,85034,DCS_10099,2014-10-21,DCS_1744,39,,Megan,,NET 30,602-257-1319,,Formula for Total??,DCS_10099, ,Imcor - 10099,Quote,2014-11-20,86,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-13,DESERT
85,Saguaro Steel,"
",,,  ,,DCS_10100,2014-10-21,DCS_3876,39,,,,NET 30,(602) 272-8811,(602) 272-3453,Formula for Total??,DCS_10100, ,Saguaro Steel - 10100,Quote,2014-11-20,87,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-10-21,DESERT
86,Saguaro Steel,"
",,,  ,,DCS_10101,2014-10-21,DCS_3876,39,,,,NET 30,(602) 272-8811,(602) 272-3453,Formula for Total??,DCS_10101, ,Saguaro Steel - 10101,Quote,2014-11-20,88,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-10-21,DESERT
87,Saguaro Steel,"
",,,  ,,DCS_10102,2014-10-21,DCS_3876,39,,,,NET 30,(602) 272-8811,(602) 272-3453,Formula for Total??,DCS_10102, ,Saguaro Steel - 10102,Quote,2014-11-20,89,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-10-21,DESERT
88,Crown Millwork,"
",,,  ,,DCS_10103,2014-10-21,DCS_911,39,,,,DUE ON RECEI,,,Formula for Total??,DCS_10103, ,Crown Millwork - 10103,Quote,2014-11-20,90,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
89,Pro Fix It,"
",,,  ,,DCS_10104,2014-10-21,DCS_3454,39,,Roger,,DUE ON RECEI,602-277-6349,,Formula for Total??,DCS_10104, ,Pro Fix It - 10104,Quote,2014-11-20,91,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-10,DESERT
90,Identity Sign Group,"
",,,  ,,DCS_10105,2014-10-22,DCS_1731,39,,,,DUE ON RECEI,(602) 279-9268,,Formula for Total??,DCS_10105, ,Identity Sign Group - 10105,Quote,2014-11-21,92,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-23,DESERT
91,Super Radiator Coils,"2610 S. 21st Street
",,Phoenix,AZ,85034,DCS_10106,2014-10-22,DCS_4259,39,,Israel Young,,NET 30,602-257-9708,602-257-0472,Formula for Total??,DCS_10106, ,Super Radiator Coils - 10106,Quote,2014-11-21,93,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-09-24,DESERT
92,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10107,2014-10-23,DCS_4110,39,,Mike Wolfe,,NET 30,602.438.8577,602.438.8579,Formula for Total??,DCS_10107, ,Southwest Metalsmiths - 10107,Quote,2014-11-22,94,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
93,Blooming Desert,"
",,,  ,,DCS_10108,2014-10-24,DCS_523,39,,,,DUE ON RECEI,(480) 756-9100,(480) 756-9191,Formula for Total??,DCS_10108, ,Blooming Desert - 10108,Quote,2014-11-23,95,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-17,DESERT
94,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10109,2014-10-27,DCS_4110,39,,,,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_10109, ,Southwest Metalsmiths - 10109,Quote,2014-11-26,96,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-10-27,DESERT
95,Rigid Industries,"779 N. Colorado St.
",,Gilbert,AZ,85233,DCS_10110,2014-10-27,DCS_3667,39,,,,DUE ON RECEI,(480) 655-0100,(480) 832-0606,Formula for Total??,DCS_10110, ,Rigid Industries - 10110,Quote,2014-11-26,97,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
96,Phyllis Maizlish,"23005 N 74th St
",,Scottsdale,AZ,85255,DCS_10111,2014-10-28,DCS_3398,39,,,,,520-784-1112,,Formula for Total??,DCS_10111, ,Phyllis Maizlish - 10111,Quote,2014-11-27,98,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-10-28,DESERT
97,Crafts Quality Glass,"
",,,  ,,DCS_10112,2014-10-28,DCS_892,39,,Julie,,DUE ON RECEI,602-431-8833,602-606-7517,Formula for Total??,DCS_10112, ,Crafts Quality Glass - 10112,Quote,2014-11-27,99,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-10-28,DESERT
98,"K.T. Fabrication, Inc","501 E. Comstock Drive
",,Chandler,AZ,85225,DCS_10113,2014-10-28,DCS_2450,39,,,,DUE ON RECEI,(480) 497-3140,(480) 497-3158,Formula for Total??,DCS_10113, ,"K.T. Fabrication, Inc - 10113",Quote,2014-11-27,100,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-10-28,DESERT
99,Pro Fix It,"
",,,  ,,DCS_10114,2014-10-28,DCS_3454,39,,Roger,,DUE ON RECEI,602-277-6349,,Formula for Total??,DCS_10114, ,Pro Fix It - 10114,Quote,2014-11-27,101,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-10,DESERT
100,Pro Fix It,"
",,,  ,,DCS_10115,2014-10-29,DCS_3454,39,,Roger,,,602-277-6349,,Formula for Total??,DCS_10115, ,Pro Fix It - 10115,Quote,2014-11-28,102,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
101,Magnum Engineering Inc.,"Gregory Brockman
Magnum Engineering Inc.",Magnum Engineering Inc.,,  ,,DCS_10116,2014-10-29,DCS_2652,39,,Karen,,NET 30,(602) 272-3600,(602) 272-6980,Formula for Total??,DCS_10116, ,Magnum Engineering Inc. - 10116,Quote,2014-11-28,103,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
102,Magnum Engineering Inc.,"Gregory Brockman
Magnum Engineering Inc.",Magnum Engineering Inc.,,  ,,DCS_10117,2014-10-29,DCS_2652,39,,Karen,,NET 30,(602) 272-3600,(602) 272-6980,Formula for Total??,DCS_10117, ,Magnum Engineering Inc. - 10117,Quote,2014-11-28,104,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-10-29,DESERT
103,Molino Home Furnishing,"
",,,  ,,DCS_10118,2014-10-29,DCS_3035,39,,,,DUE ON RECEI,(480) 813-6311,(480) 813-2437,Formula for Total??,DCS_10118, ,Molino Home Furnishing - 10118,Quote,2014-11-28,105,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
104,Saguaro Steel,"
",,,  ,,DCS_10119,2014-10-30,DCS_3876,39,,,,NET 30,(602) 272-8811,(602) 272-3453,Formula for Total??,DCS_10119, ,Saguaro Steel - 10119,Quote,2014-11-29,106,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-17,DESERT
105,Allred Metal Products,"
",,,  ,,DCS_10120,2014-10-30,DCS_185,39,,,,DUE ON RECEI,,,Formula for Total??,DCS_10120, ,Allred Metal Products - 10120,Quote,2014-11-29,107,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
106,Pure Plastics,"3047 N. 31st Ave.
",,Phoenix,AZ,85017,DCS_10122,2014-10-30,DCS_3473,39,,Peter,,DUE ON RECEI,602-278-9314,,Formula for Total??,DCS_10122, ,Pure Plastics - 10122,Quote,2014-11-29,108,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
107,Federal Pizza,"
",,,  ,,DCS_10123,2014-10-30,DCS_1355,39,,,,DUE ON RECEI,(602) 795-2520,,Formula for Total??,DCS_10123, ,Federal Pizza - 10123,Quote,2014-11-29,109,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
108,Grace Cicogna,"3323 West Hemingway Lane
",,Anthem,AZ,85086,DCS_10124,2014-10-30,DCS_1571,39,,,,,6236874074,gmcicogna@gmail.com,Formula for Total??,DCS_10124, ,Grace Cicogna - 10124,Quote,2014-11-29,110,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-10,DESERT
109,IMCOR,"1841 E. Washington Street
",,Phoenix,AZ,85034,DCS_10125,2014-10-31,DCS_1744,39,,Megan,,NET 30,602-257-1319,,Formula for Total??,DCS_10125, ,IMCOR - 10125,Quote,2014-11-30,111,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-12,DESERT
110,Lynndale Stainless,"Betty
Lynndale Stainless",Lynndale Stainless,Phoenix,AZ,85043,DCS_10126,2014-10-31,DCS_2642,39,,,,NET 30,(602) 269-5070,(602) 269-9556,Formula for Total??,DCS_10126, ,Lynndale Stainless - 10126,Quote,2014-11-30,112,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
111,Merchant Metals,"900 Ashwood Pkwy Suite #600
",,Atlanta,GA,30338,DCS_10128,2014-10-31,DCS_2842,39,,Charlene Jablonski,,NET 45,6235831060,8775090476,Formula for Total??,DCS_10128, ,Merchant Metals - 10128,Quote,2014-11-30,113,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-17,DESERT
112,Copperstate Construction Svc.,"2915 N Norfolk
",,Mesa,AZ,85215,DCS_10129,2014-11-03,DCS_870,39,,,,NET 30,(480) 751-6388,(480) 751-6298,Formula for Total??,DCS_10129, ,Copperstate Construction Svc. - 10129,Quote,2014-12-03,114,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
113,Hilliard Creations,"
",,,  ,,DCS_10130,2014-11-05,DCS_1675,39,,,,DUE ON RECEI,,,Formula for Total??,DCS_10130, ,Hilliard Creations - 10130,Quote,2014-12-05,115,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-25,DESERT
114,Sumco Southwest,"19801 N. Tatum Blvd.
",,Phoenix,AZ,85050,DCS_10131,2014-11-05,DCS_4232,39,,,,NET 30,(480) 473-6000,(480) 473-6100,Formula for Total??,DCS_10131, ,Sumco Southwest - 10131,Quote,2014-12-05,116,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
115,Misc T Metals,"
",,,  ,,DCS_10132,2014-11-06,DCS_3012,39,,Tabitha,,NET 30,602 300-0226,,Formula for Total??,DCS_10132, ,Misc T Metals - 10132,Quote,2014-12-06,117,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-30,DESERT
116,Crown Custom,"2740 W. Deer Valley
",,Phoenix,AZ,85027,DCS_10133,2014-11-06,DCS_911,39,,Steve Feadler,,DUE ON RECEI,623-879-8500,623-879-8550,Formula for Total??,DCS_10133, ,Crown Custom - 10133,Quote,2014-12-06,118,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-09-09,DESERT
117,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10134,2014-11-06,DCS_4110,39,,,,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_10134, ,Southwest Metalsmiths - 10134,Quote,2014-12-06,119,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
118,Jennifer Haney,"
",,,  ,,DCS_10135,2014-11-07,DCS_1947,39,,,,,520-509-6715,danhaney@hotmail.com,Formula for Total??,DCS_10135, ,Jennifer Haney - 10135,Quote,2014-12-07,120,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-13,DESERT
119,Lp Steel,"
",,,  ,,DCS_10136,2014-11-07,DCS_2605,39,,,,,,,Formula for Total??,DCS_10136, ,Lp Steel - 10136,Quote,2014-12-07,121,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
120,PVB Fabrications,"
",,,  ,,DCS_10139,2014-11-10,DCS_3476,39,,,,DUE ON RECEI,(520) 591-2430,,Formula for Total??,DCS_10139, ,PVB Fabrications - 10139,Quote,2014-12-10,122,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
121,Southwest Fabrication,"Mike Hintze
Southwest Fabrication",Southwest Fabrication,Phoenix,AZ,85027,DCS_10140,2014-11-11,DCS_4107,39,,Mike Hintze,,NET 30,(623) 587-4648,(623) 492-0393,Formula for Total??,DCS_10140, ,Southwest Fabrication - 10140,Quote,2014-12-11,123,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-09-24,DESERT
122,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10141,2014-11-11,DCS_4110,39,,,,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_10141, ,Southwest Metalsmiths - 10141,Quote,2014-12-11,124,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2015-01-27,DESERT
123,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10142,2014-11-11,DCS_4110,39,,,,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_10142, ,Southwest Metalsmiths - 10142,Quote,2014-12-11,125,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2015-04-09,DESERT
124,Dunn Edwards Paint,"
",,,  ,,DCS_10143,2014-11-11,DCS_1177,39,,,,DUE ON RECEI,,,Formula for Total??,DCS_10143, ,Dunn Edwards Paint - 10143,Quote,2014-12-11,126,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
125,Encore Steel,"Cesar Sandoval
Encore Steel",Encore Steel,,  ,,DCS_10144,2014-11-11,DCS_1272,39,,Tammy Matthews,,NET 30,(480) 663-3505,(480) 361-7920,Formula for Total??,DCS_10144, ,Encore Steel - 10144,Quote,2014-12-11,127,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-11,DESERT
126,Floor Source,"
",,,  ,,DCS_10145,2014-11-12,DCS_1391,39,,,,DUE ON RECEI,,,Formula for Total??,DCS_10145, ,Floor Source - 10145,Quote,2014-12-12,128,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
127,Super Radiator Coils,"2610 S. 21st Street
",,Phoenix,AZ,85034,DCS_10146,2014-11-12,DCS_4259,39,,Dynasty Carrillo,,NET 30,602-257-9708,602-257-0472,Formula for Total??,DCS_10146, ,Super Radiator Coils - 10146,Quote,2014-12-12,129,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-09-24,DESERT
128,"Master-halco, Inc.","Phoenix Warehouse
3602 W. Lower Buckeye Rd.",3602 W. Lower Buckeye Rd.,Phoenix,AZ,85009,DCS_10147,2014-11-12,DCS_2782,39,,Tim Jones,,NET 30,602-269-2493,602-269-2576,Formula for Total??,DCS_10147, ,"Master-halco, Inc. - 10147",Quote,2014-12-12,130,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-12,DESERT
129,Magnum Engineering Inc.,"Gregory Brockman
Magnum Engineering Inc.",Magnum Engineering Inc.,,  ,,DCS_10148,2015-04-07,DCS_2652,39,,Karen,,NET 30,(602) 272-3600,(602) 272-6980,Formula for Total??,DCS_10148, ,Magnum Engineering Inc. - 10148,Quote,2015-05-07,131,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2015-04-09,DESERT
130,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10149,2014-11-13,DCS_4110,39,,,,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_10149, ,Southwest Metalsmiths - 10149,Quote,2014-12-13,132,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
131,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10150,2014-11-13,DCS_4110,39,,,,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_10150, ,Southwest Metalsmiths - 10150,Quote,2014-12-13,133,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
132,Magnum Engineering Inc.,"Gregory Brockman
Magnum Engineering Inc.",Magnum Engineering Inc.,,  ,,DCS_10151 APACHE,2014-11-14,DCS_2652,39,,Karen,,NET 30,(602) 272-3600,(602) 272-6980,Formula for Total??,DCS_10151 APACHE, ,Magnum Engineering Inc. - 10151 APACHE,Quote,2014-12-14,134,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-14,DESERT
133,Southwest Metalsmiths,"
",,Phoenix,AZ,85044,DCS_10152,2014-11-14,DCS_4110,0,,Accounts Payable,,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_10152, ,Southwest Metalsmiths - 10152,Quote,2014-12-14,135,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2015-02-18,DESERT
134,Imcor,"1841 E. Washington Street
",,Phoenix,AZ,85034,DCS_10153,2014-11-14,DCS_1744,39,,Megan,,NET 30,602-257-1319,,Formula for Total??,DCS_10153, ,Imcor - 10153,Quote,2014-12-14,136,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-12,DESERT
135,"Pima Valve, Inc","6525 W. Alison Rd.
",,Chandler,AZ,85226,DCS_10154,2014-11-14,DCS_3406,39,,Dick Zirbes,,NET 30,480-646-8456,480-646-8457,Formula for Total??,DCS_10154, ,"Pima Valve, Inc - 10154",Quote,2014-12-14,137,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-14,DESERT
136,A Sure Solution,"Neil Bleskachek
",,,  ,,DCS_10155,2014-11-17,DCS_27,39,,Neil Bleskachek,,DUE ON RECEI,6024909867,6022541553,Formula for Total??,DCS_10155, ,A Sure Solution - 10155,Quote,2014-12-17,138,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2015-01-28,DESERT
137,Imcor,"1841 E. Washington Street
",,Phoenix,AZ,85034,DCS_10156,2014-11-17,DCS_1744,39,,Megan,,NET 30,602-257-1319,,Formula for Total??,DCS_10156, ,Imcor - 10156,Quote,2014-12-17,139,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-12,DESERT
138,Rickabugh,"
",,,  ,,DCS_10157,2014-11-17,DCS_3660,39,,Joel,,DUE ON RECEI,602-283-0152,,Formula for Total??,DCS_10157, ,Rickabugh - 10157,Quote,,140,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
139,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10158,2014-11-18,DCS_4110,0,,,,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_10158, ,Southwest Metalsmiths - 10158,Quote,2014-12-18,141,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2015-12-01,DESERT
140,K- Zell Metals,"1725 E. Broadway Rd.
",,Phoenix,AZ,85040,DCS_10159,2014-11-18,DCS_2313,39,,,,NET 30,(602) 232-5882,(602) 243-9705,Formula for Total??,DCS_10159, ,K- Zell Metals - 10159,Quote,2014-12-18,142,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-01-19,DESERT
141,Tru-stop Inc,"1725 West 10th Place
",,Tempe,AZ,85281,DCS_10160,2014-11-18,DCS_4497,39,,,,NET 30,(602) 323-9125,(602) 323-9379,Formula for Total??,DCS_10160, ,Tru-stop Inc - 10160,Quote,2014-12-18,143,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-09-24,DESERT
142,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10161,2014-11-18,DCS_4110,39,,,,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_10161, ,Southwest Metalsmiths - 10161,Quote,2014-12-18,144,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-18,DESERT
143,Banner Machine,"
",,,  ,,DCS_10162,2014-11-18,DCS_423,39,,,18991,,,,Formula for Total??,DCS_10162, ,Banner Machine - 10162,Quote,2014-12-18,145,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-18,DESERT
144,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10163,2014-11-19,DCS_4110,39,,,,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_10163, ,Southwest Metalsmiths - 10163,Quote,2014-12-19,146,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-03,DESERT
145,Crown Custom,"2740 W. Deer Valley
",,Phoenix,AZ,85027,DCS_10164,2014-11-20,DCS_911,39,,Steve Feadler,,DUE ON RECEI,623-879-8500,623-879-8550,Formula for Total??,DCS_10164, ,Crown Custom - 10164,Quote,2014-12-20,147,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-09-09,DESERT
146,"Pima Valve, Inc","6525 W. Alison Rd.
",,Chandler,AZ,85226,DCS_10165,2014-11-20,DCS_3406,39,,Dick Zirbes,,NET 30,480-646-8456,480-646-8457,Formula for Total??,DCS_10165, ,"Pima Valve, Inc - 10165",Quote,2014-12-20,148,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-20,DESERT
147,"Pima Valve, Inc","6525 W. Alison Rd.
",,Chandler,AZ,85226,DCS_10166,2014-11-20,DCS_3406,39,,Dick Zirbes,,NET 30,480-646-8456,480-646-8457,Formula for Total??,DCS_10166, ,"Pima Valve, Inc - 10166",Quote,2014-12-20,149,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-03,DESERT
148,RM Fencing,"
",,,  ,,DCS_10167,2014-11-21,DCS_3684,39,,Martin Saavedra,,DUE ON RECEI,602.403.9710,602.272.2916,Formula for Total??,DCS_10167, ,RM Fencing - 10167,Quote,2014-12-21,150,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-21,DESERT
149,Basic Metals,"115 N. 51st Avenue
",,Phoenix,AZ,85043,DCS_10168,2014-11-21,DCS_441,39,,,,NET 30,(602) 275-2988,(602) 275-2994,Formula for Total??,DCS_10168, ,Basic Metals - 10168,Quote,2014-12-21,151,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
150,Basic Metals,"115 N. 51st Avenue
",,Phoenix,AZ,85043,DCS_10169,2014-11-24,DCS_441,39,,,,NET 30,(602) 275-2988,(602) 275-2994,Formula for Total??,DCS_10169, ,Basic Metals - 10169,Quote,2014-12-24,152,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
151,City Of Phoenix-Water Services,"Oscar Rincon
",,,  ,,DCS_10170,2014-11-24,DCS_797,39,,Oscar Rincon,,NET 30,602-534-8699,,Formula for Total??,DCS_10170, ,City Of Phoenix-Water Services - 10170,Quote,2014-12-24,153,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
152,Allred Metal Products,"
",,,  ,,DCS_10171,2014-11-24,DCS_185,39,,,,NET 30,(802) 437-3048,,Formula for Total??,DCS_10171, ,Allred Metal Products - 10171,Quote,2014-12-24,154,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-24,DESERT
153,Pure Plastics,"3047 N. 31st Ave.
",,Phoenix,AZ,85017,DCS_10172,2014-11-24,DCS_3473,39,,Peter,,DUE ON RECEI,602-278-9314,,Formula for Total??,DCS_10172, ,Pure Plastics - 10172,Quote,2014-12-24,155,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-24,DESERT
154,Magnum Engineering Inc.,"Gregory Brockman
Magnum Engineering Inc.",Magnum Engineering Inc.,,  ,,DCS_10173,2014-11-24,DCS_2652,0,,Karen,,NET 30,(602) 272-3600,(602) 272-6980,Formula for Total??,DCS_10173, ,Magnum Engineering Inc. - 10173,Quote,2014-12-24,156,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2015-11-18,DESERT
155,Southwest Metal Fab,"2950 N. 30th Ave
",,Phoenix,AZ,85017,DCS_10174,2014-11-25,DCS_4111,39,,,,DUE ON RECEI,(602) 470-1200,(602) 470-1201,Formula for Total??,DCS_10174, ,Southwest Metal Fab - 10174,Quote,2014-12-25,157,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
156,City Of Phoenix-Water Services,"Oscar Rincon
",,,  ,,DCS_10175,2014-11-25,DCS_797,39,,Oscar Rincon,,NET 30,602-534-8699,,Formula for Total??,DCS_10175, ,City Of Phoenix-Water Services - 10175,Quote,2014-12-25,158,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-11-25,DESERT
157,Pure Plastics,"3047 N. 31st Ave.
",,Phoenix,AZ,85017,DCS_10176,2014-11-25,DCS_3473,39,,Peter,,DUE ON RECEI,602-278-9314,,Formula for Total??,DCS_10176, ,Pure Plastics - 10176,Quote,2014-12-25,159,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-04,DESERT
158,K- Zell Metals,"1725 E. Broadway Rd.
",,Phoenix,AZ,85040,DCS_10177,2014-11-26,DCS_2313,39,,,,NET 30,(602) 232-5882,(602) 243-9705,Formula for Total??,DCS_10177, ,K- Zell Metals - 10177,Quote,2014-12-26,160,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-01-19,DESERT
159,Encore Steel,"Cesar Sandoval
Encore Steel",Encore Steel,,  ,,DCS_10178,2014-12-01,DCS_1272,39,,Tammy Matthews,,NET 30,(480) 663-3505,(480) 361-7920,Formula for Total??,DCS_10178, ,Encore Steel - 10178,Quote,2014-12-31,161,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
160,Judy Bartel,"
",,,  ,,DCS_10179,2014-12-01,DCS_2282,39,,,,,6027549823,judyannbartel@gmail.,Formula for Total??,DCS_10179, ,Judy Bartel - 10179,Quote,2014-12-31,162,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
161,Merchant Metals,"900 Ashwood Pkwy Suite #600
",,Atlanta,GA,30338,DCS_10180,2014-12-01,DCS_2842,39,,Charlene Jablonski,,NET 45,6235831060,8775090476,Formula for Total??,DCS_10180, ,Merchant Metals - 10180,Quote,2014-12-31,163,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-01,DESERT
162,Southwest Metalsmiths,"5026 E. Beverly Rd
",,Phownix,AZ,85044,DCS_10181,2014-12-01,DCS_4110,39,,,014377,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_10181, ,Southwest Metalsmiths - 10181,Quote,2014-12-31,164,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2014-12-01,DESERT
163,K- Zell Metals,"1725 E. Broadway Rd.
",,Phoenix,AZ,85040,DCS_10183,2014-12-01,DCS_2313,39,,,,NET 30,(602) 232-5882,(602) 243-9705,Formula for Total??,DCS_10183, ,K- Zell Metals - 10183,Quote,2014-12-31,165,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-01-19,DESERT
